k;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value
4;chr9:105248809-105248820, chr10:80685644-80685960, chr7:1883097-1883273, chr10:134638718-134639092; chr9:105248810..105248816,-, chr7:96651945..96651968,-, chr4:26492048..26492059,-, chr7:96635277..96635301,+; 74.586680239405965; chr9:105248809-105248820, chr10:80685644-80685960, chr7:1883097-1883273, chr10:134638718-134639092; chr9:105248810..105248816,-, chr7:96651945..96651968,-, chr4:26492048..26492059,-, chr7:96634850..96634874,+; 74.244614223894388; chr9:105248809-105248820, chr10:80685644-80685960, chr7:1883097-1883273, chr10:134638718-134639092; chr9:105248810..105248816,-, chr4:26492048..26492059,-, chr6:143447322..143447336,+, chr3:106556598..106556609,-; 74.019827985129638; chr9:105248809-105248820, chr10:80685644-80685960, chr7:1883097-1883273, chr10:134638718-134639092; chr9:105248810..105248816,-, chr7:96651945..96651968,-, chr4:26492048..26492059,-, chr4:26491909..26491918,-; 73.964445868332518; chr9:105248809-105248820, chr10:80685644-80685960, chr7:1883097-1883273, chr10:134638718-134639092; chr9:105248810..105248816,-, chr7:96651945..96651968,-, chr6:143447322..143447336,+, chr7:96634908..96634923,+; 73.506728961862251
;Pericytes;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr2:12443294-12443605, chr11:126032961-126033284; chr11:2179564..2179580,-, chr11:2179605..2179621,-; 63.684358361195002; chr2:12443294-12443605, chr11:126032961-126033284; chr11:2179564..2179580,-, chr11:2179591..2179596,-; 61.15907252204785; chr2:12443294-12443605, chr11:126032961-126033284; chr11:2179564..2179580,-, chr3:147137194..147137222,+; 58.739265452594815; chr2:12443294-12443605, chr11:126032961-126033284; chr11:2179564..2179580,-, chr16:67493110..67493128,-; 58.702037651526297; chr2:12443294-12443605, chr11:126032961-126033284; chr11:2179564..2179580,-, chr3:147127358..147127369,+; 57.858207493973445
3;chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179605..2179621,-; 71.848605019561688; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr16:67493110..67493128,-; 71.746306432475507; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883; chr11:2179564..2179580,-, chr11:2179605..2179621,-, chr3:147137194..147137222,+; 70.577948885227954; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883; chr11:2179564..2179580,-, chr11:2179605..2179621,-, chr3:147127358..147127369,+; 69.606112307909157; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883; chr11:2179564..2179580,-, chr11:2179605..2179621,-, chr3:147127489..147127503,+; 68.946555628011339
4;chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883, chr3:147140808-147141337; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179605..2179621,-, chr11:2179531..2179562,-; 71.082946909094488; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883, chr3:147140808-147141337; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179605..2179621,-, chr3:147137194..147137222,+; 70.646405517870193; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883, chr3:147140808-147141337; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179605..2179621,-, chr14:76072096..76072107,+; 68.787846833590621; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883, chr3:147140808-147141337; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179605..2179621,-, chr3:147127358..147127369,+; 68.631473797928166; chr2:12443294-12443605, chr11:126032961-126033284, chr12:289742-289883, chr3:147140808-147141337; chr11:2179564..2179580,-, chr11:2179591..2179596,-, chr11:2179531..2179562,-, chr3:147137194..147137222,+; 68.616813825834825
;Placental Epithelial Cells;;;;;;;;;;;;;;
1;chr1:215655448-215655678,; chr3:55384353..55384357,+,; 68.956306268709454; chr1:215655448-215655678,; chr5:153858046..153858049,+,; 66.794384191049062; chr1:215655448-215655678,; chr2:237682972..237682977,+,; 66.028703455211016; chr1:215655448-215655678,; chr2:237683020..237683029,+,; 65.533262979080504; chr1:215655448-215655678,; chr5:170176045..170176055,-,; 65.037822502949993
2;chr1:215655448-215655678, chr5:170172646-170172739; chr1:209704633..209704641,+, chr5:153855024..153855035,-; 79.977725962178852; chr1:215655448-215655678, chr5:170172646-170172739; chr1:209704633..209704641,+, chr10:50818275..50818286,+; 79.971521328667421; chr1:215655448-215655678, chr5:170172646-170172739; chr1:209704633..209704641,+, chr2:237683020..237683029,+; 77.725443997534086; chr1:215655448-215655678, chr5:170172646-170172739; chr1:209704633..209704641,+, chr2:237682972..237682977,+; 77.365575253871839; chr1:215655448-215655678, chr5:170172646-170172739; chr1:209704633..209704641,+, chr19:36592910..36592917,+; 77.080162112346613
3;chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247; chr1:209704633..209704641,+, chr5:153855055..153855066,-, chr10:50818275..50818286,+; 81.243922623003954; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247; chr1:209704633..209704641,+, chr2:237682972..237682977,+, chr10:50818275..50818286,+; 79.157569860061898; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247; chr1:209704633..209704641,+, chr2:237682972..237682977,+, chr1:209704612..209704625,+; 76.522035208551884; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247; chr1:209704633..209704641,+, chr5:153855055..153855066,-, chr5:153854787..153854796,-; 70.709860221207521; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247; chr1:209704633..209704641,+, chr2:237682972..237682977,+, chr5:153858046..153858049,+; 70.610253702202556
4;chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247, chr11:79874131-79874327; chr1:209704633..209704641,+, chr2:237682972..237682977,+, chr5:153855055..153855066,-, chr10:50818275..50818286,+; 81.113625592524556; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247, chr11:79874131-79874327; chr1:209704633..209704641,+, chr5:153855055..153855066,-, chr5:153858046..153858049,+, chr10:50818343..50818362,+; 72.187331473460461; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247, chr11:79874131-79874327; chr1:209704633..209704641,+, chr2:237682972..237682977,+, chr5:153855055..153855066,-, chr5:170176045..170176055,-; 71.815945513762173; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247, chr11:79874131-79874327; chr1:209704633..209704641,+, chr5:153855055..153855066,-, chr5:153858046..153858049,+, chr2:237683020..237683029,+; 70.641518860505741; chr1:215655448-215655678, chr5:170172646-170172739, chr3:54990078-54990247, chr11:79874131-79874327; chr1:209704633..209704641,+, chr5:153855055..153855066,-, chr5:153858046..153858049,+, chr5:153854787..153854796,-; 70.379268248613528
;Preadipocyte - omental;;;;;;;;;;;;;;
1;chr1:161329163-161329482,; chr4:112437339..112437350,+,; 47.066845232398016; chr1:161329163-161329482,; chr9:96717663..96717666,-,; 38.2840367919027;;;;;;;;;
2;chr1:161329163-161329482, chr6:102251136-102251209; chr4:112437339..112437350,+, chr19:18893910..18893932,-; 73.655204414043823; chr1:161329163-161329482, chr6:102251136-102251209; chr4:112437339..112437350,+, chr19:18899448..18899459,-; 72.525961114965739; chr1:161329163-161329482, chr6:102251136-102251209; chr4:112437339..112437350,+, chr19:18900836..18900848,-; 72.029590434052309; chr1:161329163-161329482, chr6:102251136-102251209; chr4:112437339..112437350,+, chr19:18899276..18899289,-; 71.043053705736824; chr1:161329163-161329482, chr6:102251136-102251209; chr4:112437339..112437350,+, chr19:18895892..18895911,-; 70.825891532837204
3;chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287; chr4:112437339..112437350,+, chr19:18896862..18896874,-, chr19:18899114..18899135,-; 78.573391086438122; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18895742..18895757,-; 78.263803257098346; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287; chr4:112437339..112437350,+, chr19:18896862..18896874,-, chr19:18899448..18899459,-; 77.682316551555786; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18899276..18899289,-; 77.154671207637534; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287; chr4:112437339..112437350,+, chr19:18896862..18896874,-, chr19:18900836..18900848,-; 76.414352485303255
4;chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287, chr7:22667218-22667359; chr4:112437339..112437350,+, chr19:18896862..18896874,-, chr19:18899552..18899562,-, chr6:90272284..90272305,+; 83.187197200839975; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287, chr7:22667218-22667359; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18896862..18896874,-, chr6:90272284..90272305,+; 81.915037400294537; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287, chr7:22667218-22667359; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18899552..18899562,-, chr6:90272284..90272305,+; 80.685228630240985; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287, chr7:22667218-22667359; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18896862..18896874,-, chr19:18899276..18899289,-; 79.333253426076183; chr1:161329163-161329482, chr6:102251136-102251209, chr7:150952931-150953287, chr7:22667218-22667359; chr4:112437339..112437350,+, chr17:46720055..46720064,+, chr19:18899552..18899562,-, chr19:18896642..18896656,-; 78.724050141307927
;Preadipocyte - subcutaneous;;;;;;;;;;;;;;
1;chr15:80935782-80936237,; chr1:215157270..215157279,+,; 46.6614848428367; chr15:80935782-80936237,; chr1:246023808..246023820,-,; 19.952739175073994;;;;;;;;;
2;chr15:80935782-80936237, chr12:116383050-116383163; chr1:246033769..246033788,-, chr17:8747590..8747595,-; 69.330574856585443; chr15:80935782-80936237, chr12:116383050-116383163; chr1:246033769..246033788,-, chr11:131614903..131614910,-; 69.318165589562611; chr15:80935782-80936237, chr12:116383050-116383163; chr1:246033769..246033788,-, chr1:215157270..215157279,+; 66.823902917972546; chr15:80935782-80936237, chr12:116383050-116383163; chr1:246033769..246033788,-, chrX:2670014..2670021,+; 63.113532078144544; chr15:80935782-80936237, chr12:116383050-116383163; chr1:246033769..246033788,-, chrX:2670153..2670172,+; 62.108381449294811
3;chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chrX:2670014..2670021,+; 75.628268605588318; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr11:131614903..131614910,-; 72.012821172515842; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr21:47405899..47405911,+; 71.180972135420248; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451; chr1:246033769..246033788,-, chr20:61368258..61368275,+, chrX:2670039..2670048,+; 70.960222552760555; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr7:99277291..99277298,+; 70.249516579319661
4;chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451, chr10:131813148-131813302; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr11:131614903..131614910,-, chrX:2670014..2670021,+; 75.762735778450548; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451, chr10:131813148-131813302; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr20:61368258..61368275,+, chr21:47405885..47405896,+; 71.825718828491063; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451, chr10:131813148-131813302; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr20:61368258..61368275,+, chr11:131614903..131614910,-; 71.0764313659419; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451, chr10:131813148-131813302; chr1:246033769..246033788,-, chr1:215157270..215157279,+, chr11:131614903..131614910,-, chr17:8747590..8747595,-; 70.682241005209505; chr15:80935782-80936237, chr12:116383050-116383163, chr1:7313313-7313451, chr10:131813148-131813302; chr1:246033769..246033788,-, chr20:61368258..61368275,+, chr11:131614903..131614910,-, chr17:8747590..8747595,-; 70.600796715801977
;Preadipocyte - visceral;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr5:964858-965249, chr6:7701709-7702095; chr1:240397821..240397834,-, chr6:35213019..35213054,+; 48.551257226846346; chr5:964858-965249, chr6:7701709-7702095; chr1:240397821..240397834,-, chr3:120500144..120500155,+; 47.484060262882437; chr5:964858-965249, chr6:7701709-7702095; chr1:240397821..240397834,-, chr8:139753474..139753492,-; 47.459241728836766; chr5:964858-965249, chr6:7701709-7702095; chr1:240397821..240397834,-, chr5:33794834..33794853,-; 47.335149058608408; chr5:964858-965249, chr6:7701709-7702095; chr1:240397821..240397834,-, chr1:152552987..152552998,-; 47.304125891051314
3;chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152; chr5:150159331..150159340,-, chr8:139753474..139753492,-, chr1:240397821..240397834,-; 65.909902832400206; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr1:240397821..240397834,-; 61.096485103186801; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr5:33794834..33794853,-; 54.937033333365633; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr1:9262713..9262723,-; 54.506302440371144; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr3:58196639..58196653,-; 54.460537282990487
4;chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152, chr6:158472000-158472226; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr18:22114864..22114903,+, chr1:240397821..240397834,-; 62.775629389527545; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152, chr6:158472000-158472226; chr5:150159331..150159340,-, chr8:139753474..139753492,-, chr18:22114864..22114903,+, chr1:240397821..240397834,-; 60.69717112384766; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152, chr6:158472000-158472226; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr8:139753474..139753492,-, chr1:240397821..240397834,-; 60.048874580163812; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152, chr6:158472000-158472226; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr8:139753474..139753492,-, chr5:311378..311392,+; 53.683188920072119; chr5:964858-965249, chr6:7701709-7702095, chr2:7100927-7101152, chr6:158472000-158472226; chr5:150159331..150159340,-, chr3:120500144..120500155,+, chr18:22114864..22114903,+, chr1:9262713..9262723,-; 52.352389231153253
;Prostate Epithelial Cells;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr14:38054173-38054544, chr7:20217388-20217681; chr8:95683679..95683696,+, chr19:42260585..42260611,+; 49.785979295618539; chr14:38054173-38054544, chr7:20217388-20217681; chr8:95683679..95683696,+, chr10:54214960..54214985,-; 45.08286709396365; chr14:38054173-38054544, chr7:20217388-20217681; chr8:95683679..95683696,+, chr19:42947091..42947108,-; 43.79230332358869; chr14:38054173-38054544, chr7:20217388-20217681; chr8:95683679..95683696,+, chr7:985435..985463,-; 42.892631464433073; chr14:38054173-38054544, chr7:20217388-20217681; chr8:95683679..95683696,+, chr19:35606995..35607038,+; 42.855403663364562
3;chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr10:54214960..54214985,-; 54.334010083173354; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr16:31144134..31144147,-; 52.9206743405352; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985; chr8:95683679..95683696,+, chr14:37051798..37051831,-, chr10:54214960..54214985,-; 52.441486222078822; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985; chr8:95683679..95683696,+, chr14:37051798..37051831,-, chr19:42259486..42259495,+; 50.621648199177116; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr19:42947059..42947081,-; 49.418293766873767
4;chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985, chr22:45254258-45254434; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr10:54214960..54214985,-, chr7:985435..985463,-; 59.754046252508587; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985, chr22:45254258-45254434; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr14:37051798..37051831,-, chr19:42947091..42947108,-; 58.395555505191176; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985, chr22:45254258-45254434; chr8:95683679..95683696,+, chr14:37051798..37051831,-, chr10:54214960..54214985,-, chr7:985435..985463,-; 58.364606675216315; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985, chr22:45254258-45254434; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr10:54214960..54214985,-, chr1:1098252..1098265,+; 58.17402703800272; chr14:38054173-38054544, chr7:20217388-20217681, chr5:1130725-1130985, chr22:45254258-45254434; chr8:95683679..95683696,+, chr19:42260585..42260611,+, chr10:54214960..54214985,-, chr19:42947059..42947081,-; 58.103984949112252
